,Group,Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridia,Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Vibrio,Weissella et rel.,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
Sample-11,C,0.002390964,0.004680775,0.006183554,0.022667438,0.004328334,2.158099957,0.006166883,0.020755368,0.519267345,0.130917481,0.06289244,0.006638258,0.00405612,0.006943386,0.007939738,0.012705,0.238874914,0.145149881,0.214016371,2.913893588,1.386896057,0.536458672,0.46914779,0.366331864,0.145318053,0.010308398,0.008315261,1.689592264,0.188183839,0.00720554,1.12247854,0.018293305,0.043968177,0.297873465,0.074628906,0.092951312,0.227771876,0.010166897,0.110121592,4.999116887,0.186123147,0.196587885,1.051116645,0.030158963,2.167924906,0.005871332,0.096494759,0.952850375,0.638282497,0.007987124,0.017767999,0.012201661,5.617858924,0.022864522,0.040214675,0.024352784,0.323575389,0.774107358,0.016898905,1.081377914,0.02142021,1.871310881,0.035665649,1.114690437,19.29531932,0.018158921,0.007643882,0.00363426,0.013938801,0.012956839,0.065509791,0.802664506,2.101970342,0.000892967,0.209249029,0.05711631,0.011369172,0.01450653,0.003807838,6.647022434,0.053305374,0.002941607,0.005076887,0.010138948,0.007584215,0.00367506,0.019231153,0.101692758,2.301361016,0.022442837,0.403868132,0.864595574,0.545151823,0.0070208,0.022072088,0.062189535,16.14952526,0.713427299,0.155228526,2.528070787,0.01476017,0.01539584,0.014835163,0.556077892,0.015182137,0.301888525,2.740959569,3.772598267,2.524682777,0.005873756,0.107441777,0.007631962,0.223223741,0.055135256,0.106003375,0.080272457,0.148793666,0.675949358,0.316392685,0.00482006,0.088123123,0.170953604,0.054802298,0.000470249,0.044057923,0.027346595,0.033641945,0.005321737,0.014008604,0.027593439
Sample-12,C,0.00165807,0.004560305,0.005230799,0.019689124,0.003561518,2.869136818,0.003955805,0.01876188,0.597249713,0.343248093,0.071232745,0.048979685,0.003479889,0.004592625,0.006771165,0.01040834,0.520199516,0.477535626,0.808698058,3.784124775,2.242946083,0.794242566,1.013906671,0.757047983,0.054808557,0.007973897,0.006830136,1.777667521,0.11689796,0.010572044,1.047071565,0.014495774,0.008896427,0.108698698,1.60321378,0.552128557,0.178354168,0.004855626,0.42005338,5.105951001,0.690926333,0.041848141,2.424446428,0.238465644,3.860936808,0.004433955,0.148139825,0.17898874,1.376345772,0.005919,0.013624968,0.008134591,5.162236656,0.026079565,0.023344706,0.017433613,0.064520158,0.454913167,0.013061988,1.074502098,0.019520432,4.163853307,0.175481555,1.649256441,14.82897188,0.014076147,0.005764359,0.003967656,0.005065276,0.009675117,0.024698779,1.511143524,4.318181637,0.000651327,0.131805838,0.049227237,0.052783861,0.01010481,0.002214685,0.00640312,0.015974765,0.001742814,0.003716209,0.006535113,0.005869649,0.003396596,0.015052136,0.765867862,2.277536685,0.031996908,0.69310917,1.887461864,0.317687666,0.004753437,0.017479207,0.036477804,5.555693505,0.776506635,0.488066613,1.872724114,0.012934662,0.009511409,0.006184799,3.681319293,0.492903029,0.431202222,1.485423319,0.916438986,5.679107311,0.001690903,0.180983699,0.005438356,0.59495803,0.067399619,0.209114036,1.211269418,0.295216115,0.885688529,0.439460515,0.003673547,0.069211934,0.131258056,0.059985202,0.000245356,0.012981728,0.015484378,0.009665754,0.002836283,0.058808976,0.011119704
Sample-13,C,0.001702215,0.00332937,0.006019147,0.021720091,0.003253358,3.583995875,0.003479365,0.01693706,0.384275374,0.242586936,0.412628159,0.013553617,0.002943701,0.004426511,0.006998011,0.010507755,0.597638333,0.304943128,0.675111133,3.140605614,2.530075385,0.597258048,1.102454405,0.608885179,1.420499877,0.007540536,0.009457752,1.890627064,0.018413947,0.006320387,1.669915994,0.01405202,0.004772052,0.119340624,4.6472957,0.263608956,0.192708361,0.004401673,0.783137656,1.690819187,1.413162716,0.019307376,1.312445671,0.517788941,2.469078505,0.004256536,0.238963871,0.044517809,1.698787368,0.005662107,0.012182692,0.007973872,4.040441961,0.025276223,0.014895924,0.015281125,0.025141067,0.046568502,0.012624212,0.542768328,0.024924658,1.531882709,0.14276192,0.803838323,13.85112218,0.012922402,0.005650251,0.002368928,0.002150228,0.009198596,0.011302716,0.628551565,1.722256053,0.000690649,0.147995812,0.046326018,0.012854173,0.010545062,0.002153378,0.00571902,0.011856876,0.001435972,0.003583522,0.006981556,0.005490716,0.003176454,0.014962637,16.22017504,1.644515357,0.03461742,0.424875141,2.480873391,0.116725441,0.00442767,0.016769667,0.0302992,1.708767699,0.295024418,0.329582029,0.982159516,0.013752548,0.009104879,0.003223585,0.935114361,0.147206782,0.541744641,1.283181521,0.417025617,5.866709203,0.000268249,1.703666458,0.005385125,0.462222397,0.044811398,0.129403762,3.480698291,0.184213371,0.959296242,0.535083258,0.005068494,0.066573968,0.298709802,0.042069237,0.000224192,0.005064701,0.010153541,0.008867255,0.002287872,0.032403404,0.009587128
Sample-14,C,0.001997512,0.004840887,0.0058439,0.03105668,0.004582915,4.453503333,0.004435936,0.019850022,0.275174031,0.686792093,0.261587798,0.010340777,0.004639053,0.00559334,0.01086755,0.03693534,4.108067119,0.135862032,0.436798453,2.762178067,3.089664203,1.030652356,1.318581868,0.327939154,1.879245904,0.009843794,0.007521724,0.958714562,0.030764429,0.008646866,1.823456095,0.017815828,0.017785257,0.257810552,2.654186213,0.218241313,0.183441005,0.014416317,0.814635914,0.604728462,1.381516965,0.017818393,0.919135978,0.039349541,1.948968204,0.005525447,0.22716673,0.019366504,1.79260468,0.007081138,0.023583879,0.030326125,2.268163948,0.035261147,0.040147718,0.026179674,0.100644882,0.071148571,0.015954796,0.171610631,0.055699039,1.623653953,0.438083991,0.322400097,12.2668719,0.017976697,0.008172547,0.004391995,0.008344477,0.011266485,0.07429839,0.641313461,2.270510373,0.00108802,0.107077882,0.380889352,2.258939904,0.019151351,0.003206117,0.012542321,0.375413029,0.001792965,0.004299223,0.196202551,0.007273806,0.003891598,0.018502631,8.389846893,0.65774175,0.100840301,0.326063853,1.750910196,0.096153886,0.005640873,0.021341323,0.043705393,2.34804332,0.291476145,0.165441783,1.060181453,0.01476162,0.012523204,0.009228492,1.318015111,0.77474601,1.001435105,0.618310413,0.19445902,2.37902623,0.003119733,2.085718454,0.006992636,3.590330401,1.295729003,3.299129073,4.01553653,0.238749515,1.438815086,0.726337597,0.005391918,0.583793789,1.103403853,0.144353202,0.000318712,0.69852158,0.036715321,0.287823568,0.002535755,0.013605279,0.039338862
Sample-15,C,0.001776863,0.003945726,0.004639825,0.022427176,0.003750774,2.928005942,0.003808537,0.014124706,0.280371067,0.640225464,0.302741795,0.008339712,0.003015308,0.004360065,0.007792535,0.027225812,3.620124496,0.115373601,0.382747072,1.675878413,1.608380623,1.01494692,1.210930288,0.327350819,2.089914778,0.007358507,0.006089602,0.799550619,0.026723936,0.004523581,1.726060718,0.014429515,0.016717505,0.256324261,3.171685833,0.188744383,0.148749132,0.01556139,0.827640208,0.708813909,1.419118923,0.014826248,0.742482133,0.033710329,1.812091655,0.004523732,0.2247616,0.014944484,1.973815822,0.005778454,0.02053556,0.02157413,2.402924216,0.033283649,0.049958298,0.022429431,0.110961834,0.069438109,0.012774596,0.162276937,0.04034137,1.545396388,0.395356441,0.236066189,10.87850543,0.014782529,0.006803497,0.003596561,0.010024937,0.009301446,0.093838592,0.363584331,2.351395486,0.000961398,0.072530478,0.327039211,1.793573311,0.015957951,0.002969931,0.006374335,0.398099216,0.001451552,0.003553449,0.181758856,0.005841845,0.003129121,0.015456825,12.29956683,0.48297959,0.079889263,0.256095904,1.289115923,0.09433754,0.004699696,0.017824546,0.03394977,4.145980153,0.350125824,0.144914472,1.288209627,0.010806843,0.010563608,0.010520706,0.989277205,0.650773003,0.926591335,0.685899172,0.159819379,2.323281649,0.004126137,2.44389932,0.005252661,4.342398007,1.561061584,4.064927417,4.368736164,0.271211599,1.164454496,0.348985799,0.004259051,0.482832987,1.05735851,0.141249163,0.000250558,0.932953094,0.02088611,0.33225759,0.001807271,0.006366181,0.038432028
Sample-16,C,0.001513867,0.003581636,0.007916436,0.023362906,0.003102612,7.409531785,0.003267192,0.01115082,0.769987291,0.145952158,0.030266944,0.041026956,0.002133353,0.003962318,0.005491485,0.027096917,0.497863605,0.314548516,0.431908882,5.619092955,3.798241712,1.353836005,0.059853116,1.547755247,10.14207749,0.006906733,0.005775681,1.564637617,0.01299169,0.005671187,0.549516233,0.013211495,0.003496767,2.384809385,0.174471941,0.251812433,0.367360687,0.138095015,0.302304814,1.672741633,0.80761568,0.042029179,1.597730257,0.277751652,3.477194712,0.00401283,0.033491542,0.017616063,1.420283284,0.005623546,0.0116838,0.008362337,3.40861155,0.018272465,0.01474667,0.015284925,0.019854704,0.011573113,0.012197562,0.200020038,0.03810633,1.985573593,0.020110592,1.8923398,12.88317821,0.011849678,0.005977658,0.003009821,0.002071945,0.008767373,0.011212322,1.598293395,2.926352522,0.000709804,0.04426113,0.329210472,1.366259144,0.009322127,0.002657559,0.006482859,0.805349404,0.00144854,0.003379388,0.006431636,0.005189303,0.002463639,0.019425986,0.087765114,0.651649778,0.092270784,1.009624184,2.108502771,0.058145254,0.00423291,0.015632243,0.019462538,0.089028622,0.069212534,0.130596494,0.538092445,0.011818006,0.00790612,0.002860483,5.959394705,0.95918851,0.497902026,0.5557921,0.420112763,5.308541409,0.000249869,0.151512413,0.005121896,0.52459632,0.295739722,0.648507539,0.066230552,0.516430558,2.575321378,0.973173586,0.003252653,0.061909844,0.239605861,0.062305171,0.000253589,0.11197867,0.008346135,0.029721207,0.001370529,0.013802499,0.011122562
Sample-17,C,0.001688874,0.008148156,0.005095431,0.029396382,0.003356839,0.269342438,0.003632128,0.029209467,0.607336429,0.319121699,0.053359336,0.012025733,0.003166438,0.004573214,0.018152671,0.012220664,0.123054087,0.293192006,0.175446491,0.215074571,0.22171015,0.158188067,0.083677447,0.420708443,0.389139442,0.00779816,0.005836526,5.021218799,0.016324164,0.006941873,4.131573106,0.013293583,0.023280943,2.638881752,0.175846063,0.598425849,0.840227257,0.024891876,0.302201159,5.103721473,0.455430949,0.131440963,3.354579544,0.110062304,6.059361182,0.004230484,1.621158833,0.615145245,1.670116535,0.006008839,0.013706097,0.007581844,10.88333778,0.039374636,0.054310298,0.022671482,0.027714643,0.024414443,0.011896114,2.054564845,0.021082611,4.014609039,0.021241971,2.038030524,2.225444299,0.074513079,0.006230909,0.009341163,0.002954507,0.009370139,0.021794367,2.629043636,5.052349817,0.000655625,0.063719006,0.038661983,0.008387015,0.01316627,0.002518274,1.693082248,0.021503867,0.001660765,0.004015171,0.006686444,0.005302189,0.002949095,0.014020693,0.067648966,5.190473942,0.030486872,1.106903883,0.386279093,0.582819194,0.004801541,0.016034148,0.058421394,2.046074161,0.176211788,0.40935404,0.288846659,0.011766815,0.009777767,0.003836509,1.859528997,0.009267431,0.057297281,4.736776081,1.549828943,6.588613588,0.000695537,0.084529074,0.00594868,3.13472693,0.324846662,1.059656477,1.580884573,0.323524353,0.151036858,0.012073977,0.003315499,0.065173659,0.089050738,0.121218317,0.000260345,0.172120438,0.022002376,0.066792581,0.001989177,0.038004322,0.011179384
Sample-18,C,0.002128285,0.004859474,0.005606559,0.030154653,0.004600194,1.517744429,0.004879064,0.009747642,0.207671887,0.141795955,0.035593599,0.00817278,0.003149571,0.005762444,0.00892714,0.010979133,1.152669518,2.104467628,2.238933498,1.39878951,1.900563777,1.305559371,0.64068323,0.67854659,0.103427879,0.009631739,0.008432579,0.92460389,0.024422884,0.051917593,2.131758371,0.019078041,0.005478105,0.259909627,0.119815593,0.720717693,0.219515174,0.010687005,0.133778042,3.092081573,0.434109997,0.02526818,3.111277547,0.026122128,2.432792987,0.00581703,0.306997012,0.052058011,0.719793984,0.00766656,0.016651235,0.010730667,3.210578111,0.027820744,0.056624709,0.020818435,0.03076446,0.082412794,0.016929681,0.405153363,0.019002545,5.198634771,0.02697674,0.553311472,6.636228633,0.017357829,0.007978533,0.003731024,0.003253712,0.0127474,0.053008732,1.451395542,3.020048067,0.000906626,0.065702098,0.04573218,0.010332188,0.016644606,0.00377614,0.992973983,0.016463513,0.00185586,0.004826476,0.008560347,0.007499592,0.003339306,0.019974907,0.076314411,1.702821071,0.02378388,0.515428297,3.303159775,0.285034734,0.005883843,0.022619308,0.031982155,18.8204126,1.848377837,3.516347446,2.257025324,0.011738313,0.011644962,0.004429006,2.117053487,0.013850098,0.156467264,1.09528023,1.267401003,1.809456421,0.00048233,0.081131184,0.00667617,3.547466445,0.212927843,1.223287911,0.735355437,3.082398844,0.538371997,0.034901227,0.004857825,0.089928283,0.095192955,0.0679,0.000310501,0.19465662,0.012380712,0.009375447,0.001668701,0.691840123,0.012485807
Sample-19,C,0.003062421,0.009250966,0.007712616,0.046610859,0.038427544,0.808445079,0.006220421,0.018645833,0.341198933,0.106462923,0.073013699,0.008587653,0.00476308,0.007612052,0.010595096,0.016581675,4.420877344,1.045733465,3.066736271,0.693715497,1.20865732,0.780316336,1.010874563,1.103711087,0.069829131,0.014330872,0.010992592,0.749059535,0.033480469,0.099703078,0.62198153,0.025582297,0.006575874,20.79977845,0.104307363,0.087964823,3.003842954,0.444712861,0.076748571,0.821559482,0.577006959,0.09290107,0.329821052,0.034328432,1.740669303,0.007661448,0.113513639,0.03432959,0.604172362,0.01007838,0.022934385,0.014640669,2.037836023,0.031865927,0.049299302,0.05818788,0.106135418,0.021149253,0.022946796,0.095751867,0.042301058,0.212857674,0.040329491,0.174301655,20.70938082,0.039399094,0.038984461,0.009518716,0.015163679,0.017325523,0.066002574,0.118852105,0.595447811,0.001260901,0.123344457,0.064015294,0.015656213,0.060582868,0.004679889,0.011691932,0.024393082,0.002499061,0.006712354,0.011398143,0.009960305,0.004947729,0.026882268,0.641694715,0.956754953,0.039376447,0.180869426,1.980014879,0.086619576,0.009619759,0.077906918,0.063819029,1.111419504,0.672900153,1.92545548,1.093172399,0.017668318,0.044887913,0.015727226,0.117571242,0.019318064,0.517665954,3.033252859,0.206166445,2.309092623,0.006047742,0.155788669,0.00880853,7.313009765,0.589587005,1.429175896,0.231875327,2.000408658,0.385606239,0.00715815,0.006352545,0.118134481,0.36586922,0.625408533,0.000419167,0.727618458,0.028841337,0.184552551,0.00468549,0.39545899,0.032837839
Sample-20,C,0.002288876,0.005087219,0.005626872,0.034378255,0.004515802,0.534378789,0.004719218,0.023061573,0.207771137,0.523169567,0.094305581,0.012143431,0.007601566,0.007042095,0.008334324,0.015278623,0.214510432,0.312652934,0.286991353,0.314949615,0.389185407,0.292844441,0.148803024,0.124614301,4.260085858,0.011480819,0.008274829,1.301176536,0.02127013,0.008466169,0.572658192,0.01910354,0.10971922,0.127487337,2.083924754,0.309964769,0.117086482,0.005414661,0.332829131,0.399638514,0.546401702,0.023480093,0.782024464,0.04579495,1.511366519,0.00633666,0.13965115,0.050877491,0.669289273,0.008176453,0.017641096,0.080228263,1.665615117,0.034341196,0.015425112,0.036033473,0.036058113,0.088948859,0.017007652,0.158499125,0.025446626,1.373966858,0.70282716,0.258603146,46.51057848,0.018354619,0.007418545,0.0040121,0.003194557,0.012729787,0.013262712,0.498193479,1.261976952,0.002581559,0.37846686,0.080447918,0.071843276,0.013469096,0.003729438,1.471128481,0.106558943,0.00253158,0.005080511,0.008696102,0.007655297,0.00465285,0.021984847,1.400544721,0.558954961,0.060939654,0.284369296,0.766890587,0.042232515,0.005918889,0.021858544,0.032488698,9.660212528,0.467357268,0.46534585,0.435544942,0.013382342,0.013385003,0.004466425,0.939566593,0.636108472,2.7865528,0.300132097,0.511382326,3.065365341,0.000496237,0.541446149,0.008754076,0.262721911,0.05378031,0.10613019,3.465821695,0.107077851,0.274488237,0.009872796,0.005125398,0.088973199,0.3600848,0.078837699,0.000546258,0.010530516,0.018620937,0.026623206,0.015222807,0.013261774,0.01316019
Sample-21,C,0.00211743,0.004643167,0.00468776,0.018893793,0.004197864,0.610575098,0.00437345,0.00926393,0.211550678,0.48191135,0.077042596,0.013150454,0.002934703,0.005658885,0.007298753,0.014081143,0.359981625,0.7795632,0.651630137,0.523480345,0.6353193,0.400232017,0.28380144,0.294470015,0.818145531,0.008925381,0.008004149,1.739179484,0.029683695,0.006431824,1.117171276,0.017932083,0.051150034,0.147705696,1.006455804,0.882772091,0.163592399,0.012746327,0.270043403,2.089478954,0.759001189,0.017716458,2.041745324,0.04690153,2.195518581,0.005465441,0.082616671,0.024606441,0.95342012,0.007199122,0.015786337,0.042120834,2.949963394,0.024696608,0.010785051,0.01919984,0.025615231,0.259827698,0.016174411,0.233006056,0.024193151,4.872432907,0.572212117,0.875148268,29.39227737,0.016381114,0.007661609,0.003515592,0.002723038,0.011929748,0.00944302,1.245949671,4.348054739,0.001295157,0.176629736,0.110871225,0.619468997,0.012969497,0.002947843,0.430758327,0.032955704,0.00179682,0.004510854,0.007892952,0.007091374,0.003520719,0.018584876,2.212897048,1.091090693,0.047350602,0.460999603,1.40601293,0.105612148,0.005733959,0.020932203,0.026683043,13.06744058,0.791800944,1.191238637,0.82326153,0.011338019,0.010993823,0.003856874,3.004728196,0.68046628,2.034086004,0.906070521,0.322741022,1.700854335,0.000282904,0.706415229,0.006548115,0.603367632,0.088871735,0.285597323,1.255627238,0.079901435,0.235522062,0.00704631,0.004545797,0.084495879,0.172324506,0.164295846,0.00032085,0.012931564,0.010573834,0.009135248,0.003870989,0.016865761,0.010410725
Sample-22,C,0.002150684,0.0048108,0.004654689,0.015264573,0.003924226,1.031721114,0.004400101,0.008894453,0.396701956,0.332210713,0.087213315,0.009436163,0.002732713,0.005424991,0.007063305,0.010963747,0.764146032,1.507104121,1.430207601,0.977129798,1.221452205,0.822078058,0.491617387,0.58667025,0.1539792,0.008858937,0.007812441,1.706453708,0.022762768,0.006708957,1.315292435,0.017556787,0.025977501,0.198979829,0.631161387,0.737694485,0.190199101,0.007388777,0.211982834,2.700144341,0.604362614,0.023087525,2.19290587,0.042056146,2.568456502,0.005553957,0.068797401,0.049631874,1.616315226,0.007158313,0.015593587,0.030702733,3.017778412,0.020229314,0.010330174,0.018687908,0.028216146,0.127798079,0.015471272,0.342698233,0.019423133,5.008341604,0.177172224,0.865438953,16.84857453,0.015623136,0.00715441,0.003750856,0.00283367,0.011700099,0.009363737,1.281541185,5.51207107,0.001022644,0.109001407,0.052095951,0.066877227,0.012221237,0.003023471,0.402744723,0.023960407,0.001832778,0.004455536,0.007662169,0.007076159,0.003547264,0.01828411,1.534384719,1.606024542,0.0310231,0.39942531,2.553591166,0.153920684,0.00585548,0.020146692,0.026377311,17.10985788,1.426155953,2.379198832,1.681023934,0.011234479,0.010877446,0.004167939,2.573739707,0.374326729,1.447635744,0.918411537,0.539999119,2.964594159,0.000390512,0.373918171,0.006092321,0.392785868,0.075134113,0.209576511,1.082372513,0.23829044,0.334241941,0.014492164,0.004462275,0.196995393,0.137771399,0.162591757,0.000301712,0.00623156,0.009860589,0.008472099,0.002636096,0.007274319,0.010584328
Sample-23,C,0.001551779,0.006760345,0.006472285,0.082221132,0.003476902,3.862985285,0.00346755,0.023097993,0.973765107,0.206577171,0.077105261,0.016215444,0.002849006,0.004480308,0.007829399,0.021514877,0.360930308,0.369204956,0.50411992,3.667661423,1.828198893,0.821282581,1.044405715,0.756281432,0.412200852,0.00817613,0.005663408,1.539388485,0.034846331,0.005622585,1.176219252,0.016275831,0.014631832,0.367915916,2.042576973,0.77884554,0.37079265,0.00706635,0.766927924,2.375372421,0.933739669,0.022616354,2.439902119,0.458610124,3.705331475,0.004500913,0.138654413,0.01388395,1.522873274,0.005408114,0.012514678,0.101876439,3.964878972,0.017863805,0.01450494,0.02328714,0.066275617,0.256534214,0.011811787,0.505348339,0.033375995,5.194895597,0.221263347,1.526237399,12.34569985,0.019283365,0.0052332,0.006222347,0.005081869,0.008809011,0.024269451,1.983579139,5.114361224,0.000738914,0.0835829,0.058666802,0.037135445,0.011117892,0.003014472,0.007107903,0.016957107,0.001939318,0.003526155,0.006328508,0.005098763,0.003006891,0.013458785,0.724895118,2.187663614,0.256549682,1.033269159,1.40307318,0.045490261,0.004354445,0.015708051,0.149754971,0.068537783,0.489317612,0.282203885,0.78225028,0.016244272,0.009207126,0.005896532,5.901766457,2.025436306,0.706527373,0.925855521,1.284655876,5.298742023,0.00180482,0.443131328,0.005457863,0.808812678,0.078867545,0.19498328,6.655436048,0.244968715,1.238337761,0.385733303,0.00385505,0.062116659,0.575471951,0.081421304,0.000459556,0.005218498,0.012130011,0.018914001,0.007636785,0.007368458,0.015089318
Sample-24,C,0.001892739,0.003386278,0.006156914,0.037803844,0.00382974,3.042525669,0.003970416,0.01225851,0.404893298,0.179198756,0.042975092,0.007677882,0.002212637,0.004943736,0.007934069,0.011853079,0.244964066,0.168967397,0.382979164,3.143605706,1.938392903,0.405297366,0.651956016,0.423028009,1.440649759,0.008677837,0.006594097,1.564959735,0.037325415,0.004628351,0.985908086,0.015679167,0.04595495,0.36237595,1.824494127,0.171160911,0.084284965,0.006133878,0.404962267,3.576848489,0.758329538,0.015943066,3.925983402,1.767298276,2.555816019,0.004716309,0.344571764,0.016891768,0.946589412,0.006893346,0.014631963,0.084974993,5.104175614,0.018369801,0.010461123,0.017535098,0.053566654,0.496792797,0.013623131,0.409610423,0.020925529,2.341955834,0.241854696,1.337957838,21.80343164,0.01353518,0.006208162,0.002632066,0.004200705,0.01016509,0.014183474,2.236289914,2.374701218,0.001130215,0.171343278,0.056358829,0.200832021,0.010641527,0.002255038,0.00825789,0.013592652,0.001619053,0.003827346,0.006844103,0.006184513,0.002950353,0.01603804,0.432522141,2.115576158,0.058458188,0.751612852,1.277218719,0.260369741,0.004889938,0.018151878,0.243579703,0.049271026,0.24645735,0.182509383,0.454116087,0.011199404,0.009584753,0.005418694,3.474571046,0.299134018,0.449177977,0.967897797,1.005719629,2.579098033,0.001192523,0.208672251,0.005289528,0.354756826,0.048241935,0.109302205,10.96036505,0.085434987,0.704323923,0.489067771,0.003938333,2.610678004,0.248519929,0.051693185,0.000329982,0.030585827,0.009909425,0.01352243,0.001596583,0.006156938,0.009855879
Sample-25,C,0.001659617,0.003282933,0.006525656,0.160146085,0.010332453,4.850801204,0.003534826,0.011705071,0.224580828,0.223256618,0.099800612,0.006767649,0.004423434,0.004399547,0.005932386,0.009732736,1.244441236,1.377511054,2.396691314,3.206917496,3.418062035,3.937142705,0.970375203,2.150400219,0.097585773,0.008743185,0.006001564,1.690624756,0.017366886,0.011861739,6.772422302,0.01414148,0.006465346,1.124818402,0.712080459,0.169633548,0.090427062,0.0081253,0.544563279,2.138419509,0.778948791,0.012831927,2.171964538,0.716760806,1.943990206,0.004249649,0.06431837,0.012592087,1.448900626,0.005895034,0.015500718,0.017531487,3.019422728,0.015253587,0.012519861,0.015322535,0.021111676,0.158809847,0.012380432,0.311289257,0.016327073,2.346191356,1.690607599,0.695496813,12.12388414,0.013253223,0.00565883,0.0023875,0.002112938,0.009280557,0.008544038,1.387215581,2.966016735,0.000754697,0.101642864,0.039568881,0.007533965,0.012087864,0.002424766,0.007999668,0.013734805,0.001674539,0.003480627,0.006116756,0.005514264,0.003249999,0.014176419,5.305890279,1.994441719,0.213400033,0.258548494,3.732124668,0.080945229,0.004529431,0.02152063,0.139419103,0.042372306,0.862415107,0.975603503,1.77379041,0.046266191,0.010649666,0.002971369,0.683109982,0.157738594,1.229271733,0.743754723,0.681910095,4.352431527,0.000255373,0.898528651,0.005636669,0.190462947,0.042918205,0.092679217,1.533127373,0.149748901,2.224725875,0.455356494,0.008969482,0.707330786,0.272556296,0.06862695,0.000231965,0.005230018,0.01028202,0.007469906,0.00170207,0.012658378,0.010163464
